CustomerKey,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Customer_Segment
11126,55,2,1625.6399999999999,4,4,4,12,Champions
11127,88,2,52.96,4,4,1,9,Potential Loyalists
11128,137,2,164.63150000000002,3,4,3,10,Loyal Customers
11129,352,2,5627.3682,1,4,5,10,At Risk
11130,19,1,37.29,5,1,1,7,New Customers
11131,6,4,211.7926,5,5,3,13,Loyal Customers
11132,262,1,2189.9782,1,1,4,6,Can't Lose Them
11134,55,2,1511.8400000000001,4,4,4,12,Champions
11135,253,1,2101.3796,2,1,4,7,Can't Lose Them
11136,358,1,2156.5582,1,1,4,6,Can't Lose Them
11137,149,1,198.58,3,1,3,7,Potential Loyalists
11138,100,1,37.6342,4,1,1,6,New Customers
11139,72,2,115.3357,4,4,2,10,Potential Loyalists
11140,283,1,44.980000000000004,1,1,1,3,Lost Customers
11141,91,2,126.58420000000001,4,4,3,11,Loyal Customers
11142,12,15,1117.2504,5,5,4,14,Champions
11143,9,2,67.11,5,4,2,11,Potential Loyalists
11144,336,1,2152.1555,1,1,4,6,Can't Lose Them
11145,336,1,2079.0582,1,1,4,6,Can't Lose Them
11146,104,3,171.1784,4,5,3,12,Loyal Customers
11147,73,2,4615.18,4,4,5,13,Champions
11148,25,3,183.5,5,5,3,13,Loyal Customers
11149,29,3,101.82839999999999,5,5,2,12,Potential Loyalists
11150,165,3,256.9488,3,5,3,11,Loyal Customers
11151,69,2,4498.9966,4,4,5,13,Champions
11152,352,1,2049.0982,1,1,4,6,Can't Lose Them
11153,273,2,126.03,1,4,3,8,At Risk
11154,351,1,2071.4196,1,1,4,6,Can't Lose Them
11155,355,1,2071.4196,1,1,4,6,Can't Lose Them
11156,353,1,2144.0782,1,1,4,6,Can't Lose Them
11157,108,2,47.56,4,4,1,9,Potential Loyalists
11158,342,1,2169.3696,1,1,4,6,Can't Lose Them
11159,51,2,60.42,5,4,2,11,Potential Loyalists
11160,309,1,2073.7096,1,1,4,6,Can't Lose Them
11161,47,2,116.5642,5,4,2,11,Potential Loyalists
11162,312,1,2082.7424,1,1,4,6,Can't Lose Them
11163,144,2,62.53,3,4,2,9,Potential Loyalists
11164,144,2,156.03,3,4,3,10,Loyal Customers
11165,205,2,106.48,2,4,2,8,Potential Loyalists
11166,22,2,95.5942,5,4,2,11,Potential Loyalists
11167,30,2,2880.4382,5,4,5,14,Champions
11168,42,2,2942.8824,5,4,5,14,Champions
11169,95,2,91.1842,4,4,2,10,Potential Loyalists
11170,123,1,83.53999999999999,3,1,2,6,Potential Loyalists
11171,51,3,6534.5882,5,5,5,15,Champions
11172,238,1,45.6142,2,1,1,4,Lost Customers
11173,4,2,106.48,5,4,2,11,Potential Loyalists
11174,155,2,62.120000000000005,3,4,2,9,Potential Loyalists
11175,55,3,6536.9096,4,5,5,14,Champions
11176,37,24,1526.0318,5,5,4,14,Champions
11177,75,2,142.53,4,4,3,11,Loyal Customers
11178,215,2,152.9842,2,4,3,9,At Risk
11179,290,1,93.93,1,1,2,4,Lost Customers
11180,94,2,168.6904,4,4,3,11,Loyal Customers
11181,169,2,49.26,3,4,1,8,Potential Loyalists
11182,121,1,49.56,3,1,1,5,Potential Loyalists
11183,197,2,57.54,2,4,1,7,Potential Loyalists
11184,80,2,99.21,4,4,2,10,Potential Loyalists
11185,15,25,1716.7586,5,5,4,14,Champions
11186,71,1,7.98,4,1,1,6,New Customers
11187,143,2,111.47,3,4,2,9,Potential Loyalists
11188,57,1,79.97,4,1,2,7,New Customers
11190,121,1,8.57,3,1,1,5,Potential Loyalists
11191,52,3,6508.298000000001,4,5,5,14,Champions
11192,94,2,121.2484,4,4,2,10,Potential Loyalists
11193,131,2,47.56,3,4,1,8,Potential Loyalists
11194,20,2,137.33620000000002,5,4,3,12,Loyal Customers
11195,67,2,138.2804,4,4,3,11,Loyal Customers
11196,95,2,169.56,4,4,3,11,Loyal Customers
11197,160,2,216.13,3,4,3,10,Loyal Customers
11198,317,2,123.7204,1,4,3,8,At Risk
11199,72,2,165.0,4,4,3,11,Loyal Customers
11200,10,25,1613.8803,5,5,4,14,Champions
11201,110,2,203.6415,4,4,3,11,Loyal Customers
11202,98,2,72.63419999999999,4,4,2,10,Potential Loyalists
11203,17,17,1002.0515,5,5,3,13,Loyal Customers
11205,81,2,39.58,4,4,1,9,Potential Loyalists
11206,211,2,83.2042,2,4,2,8,Potential Loyalists
11207,71,2,88.1942,4,4,2,10,Potential Loyalists
11208,102,2,158.78,4,4,3,11,Loyal Customers
11209,277,1,2.29,1,1,1,3,Lost Customers
11210,113,2,104.6362,3,4,2,9,Potential Loyalists
11211,27,16,947.9645,5,5,3,13,Loyal Customers
11212,15,15,969.7831,5,5,3,13,Loyal Customers
11213,110,2,84.55000000000001,4,4,2,10,Potential Loyalists
11214,39,2,171.85,5,4,3,12,Loyal Customers
11215,13,17,1335.8495,5,5,4,14,Champions
11216,325,2,5707.3382,1,4,5,10,At Risk
11217,316,2,5704.6796,1,4,5,10,At Risk
11218,302,1,4.58,1,1,1,3,Lost Customers
11219,60,1,39.58,4,1,1,6,New Customers
11220,15,2,67.75,5,4,2,11,Potential Loyalists
11221,72,2,53.55,4,4,1,9,Potential Loyalists
11222,30,2,223.89260000000002,5,4,3,12,Loyal Customers
11223,16,26,1615.6584,5,5,4,14,Champions
11224,25,3,6438.3524,5,5,5,15,Champions
11226,271,2,39.58,1,4,1,6,Potential Loyalists
11227,320,2,5701.2882,1,4,5,10,At Risk
11228,64,1,4.58,4,1,1,6,New Customers
11229,153,1,49.56,3,1,1,5,Potential Loyalists
11230,19,2,72.77000000000001,5,4,2,11,Potential Loyalists
11231,46,2,88.53,5,4,2,11,Potential Loyalists
11232,45,2,41.87,5,4,1,10,Potential Loyalists
11233,202,2,224.3919,2,4,3,9,At Risk
11234,100,2,81.2042,4,4,2,10,Potential Loyalists
11235,176,1,78.6242,3,1,2,6,Potential Loyalists
11236,86,1,78.6242,4,1,2,7,New Customers
11237,33,4,10065.0121,5,5,5,15,Champions
11238,241,3,3908.8308,2,5,5,12,At Risk
11239,213,3,3940.3707999999997,2,5,5,12,At Risk
11240,228,3,4011.86,2,5,5,12,At Risk
11241,60,7,11330.4494,4,5,5,14,Champions
11242,24,7,10852.034,5,5,5,15,Champions
11243,201,3,3535.9923999999996,2,5,5,12,At Risk
11244,161,3,3594.9480000000003,3,5,5,13,Loyal Customers
11245,17,4,10165.9221,5,5,5,15,Champions
11247,132,3,3527.9439,3,5,5,13,Loyal Customers
11248,166,1,75.0562,3,1,2,6,Potential Loyalists
11249,104,4,9668.0239,4,5,5,14,Champions
11250,143,3,3562.2227999999996,3,5,5,13,Loyal Customers
11251,71,1,2096.3466,4,1,4,9,Potential Loyalists
11252,10,3,6481.2480000000005,5,5,5,15,Champions
11253,25,16,904.526,5,5,3,13,Loyal Customers
11254,14,2,264.5623,5,4,3,12,Loyal Customers
11255,271,2,117.6042,1,4,2,7,Potential Loyalists
11256,73,2,98.4642,4,4,2,10,Potential Loyalists
11257,14,3,6458.6744,5,5,5,15,Champions
11258,165,2,61.17,3,4,2,9,Potential Loyalists
11259,8,3,6523.3624,5,5,5,15,Champions
11260,187,2,91.1842,2,4,2,8,Potential Loyalists
11261,5,3,6403.3624,5,5,5,15,Champions
11262,12,24,1464.7873,5,5,4,14,Champions
11263,18,3,6522.1719,5,5,5,15,Champions
11264,28,2,2971.8012,5,4,5,14,Champions
11265,358,1,2104.7224,1,1,4,6,Can't Lose Them
11266,341,2,5696.938,1,4,5,10,At Risk
11267,354,2,5717.3081999999995,1,4,5,10,At Risk
11268,42,2,125.1642,5,4,3,12,Loyal Customers
11269,109,2,51.85,4,4,1,9,Potential Loyalists
11270,354,2,5758.9624,1,4,5,10,At Risk
11271,339,2,5729.6596,1,4,5,10,At Risk
11272,348,2,5748.6396,1,4,5,10,At Risk
11273,218,2,316.1242,2,4,3,9,At Risk
11274,306,2,5647.3382,1,4,5,10,At Risk
11275,349,2,5749.2738,1,4,5,10,At Risk
11276,4,23,1111.2256,5,5,4,14,Champions
11277,35,24,1776.6914,5,5,4,14,Champions
11278,358,2,5661.0124,1,4,5,10,At Risk
11279,188,2,56.43,2,4,1,7,Potential Loyalists
11280,141,2,77.27000000000001,3,4,2,9,Potential Loyalists
11281,350,2,5695.5496,1,4,5,10,At Risk
11282,359,2,5779.8081999999995,1,4,5,10,At Risk
11283,121,2,51.44,3,4,1,8,Potential Loyalists
11284,239,2,68.00999999999999,2,4,2,8,Potential Loyalists
11285,63,2,162.01,4,4,3,11,Loyal Customers
11286,341,2,5736.6839,1,4,5,10,At Risk
11287,26,24,1442.9618,5,5,4,14,Champions
11288,128,2,79.56,3,4,2,9,Potential Loyalists
11289,345,2,5713.7882,1,4,5,10,At Risk
11290,334,2,5684.6795999999995,1,4,5,10,At Risk
11291,342,2,5627.3682,1,4,5,10,At Risk
11292,361,2,5733.2582,1,4,5,10,At Risk
11293,287,2,99.1042,1,4,2,7,Potential Loyalists
11294,94,1,4.58,4,1,1,6,New Customers
11295,352,2,5814.6696,1,4,5,10,At Risk
11296,332,2,5678.1982,1,4,5,10,At Risk
11297,310,2,5705.9924,1,4,5,10,At Risk
11298,309,2,5701.928,1,4,5,10,At Risk
11299,306,2,5791.3282,1,4,5,10,At Risk
11300,9,26,1839.0095000000001,5,5,4,14,Champions
11301,78,2,137.1942,4,4,3,11,Loyal Customers
11302,328,2,5722.2282,1,4,5,10,At Risk
11303,307,2,5631.9482,1,4,5,10,At Risk
11304,249,2,154.43,2,4,3,9,At Risk
11305,145,2,80.9142,3,4,2,9,Potential Loyalists
11306,112,2,47.269999999999996,3,4,1,8,Potential Loyalists
11307,322,2,5755.6096,1,4,5,10,At Risk
11308,112,1,113.95,3,1,2,6,Potential Loyalists
11309,171,1,44.980000000000004,3,1,1,5,Potential Loyalists
11310,4,2,84.55000000000001,5,4,2,11,Potential Loyalists
11311,106,2,83.2042,4,4,2,10,Potential Loyalists
11312,208,2,49.56,2,4,1,7,Potential Loyalists
11313,32,2,59.13,5,4,1,10,Potential Loyalists
11315,11,2,44.57,5,4,1,10,Potential Loyalists
11316,349,1,2104.0881999999997,1,1,4,6,Can't Lose Them
11317,312,2,5627.3682,1,4,5,10,At Risk
11318,50,2,56.43,5,4,1,10,Potential Loyalists
11319,306,2,5704.972400000001,1,4,5,10,At Risk
11320,130,2,109.42,3,4,2,9,Potential Loyalists
11321,213,2,39.58,2,4,1,7,Potential Loyalists
11322,220,2,51.85,2,4,1,7,Potential Loyalists
11323,331,2,5835.9282,1,4,5,10,At Risk
11324,325,2,5719.3955000000005,1,4,5,10,At Risk
11325,330,2,5859.5596,1,4,5,10,At Risk
11326,310,2,5707.3382,1,4,5,10,At Risk
11327,329,2,5676.9282,1,4,5,10,At Risk
11328,264,2,4483.4496,1,4,5,10,At Risk
11329,320,2,5649.6896,1,4,5,10,At Risk
11330,14,26,1596.6127,5,5,4,14,Champions
11331,25,26,1739.5752,5,5,4,14,Champions
11332,355,2,5505.0538,1,4,5,10,At Risk
11333,166,2,4537.6738000000005,3,4,5,12,Loyal Customers
11334,153,2,4519.093800000001,3,4,5,12,Loyal Customers
11335,357,2,5519.9496,1,4,5,10,At Risk
11336,356,2,4216.4334,1,4,5,10,At Risk
11337,161,2,4552.4196,3,4,5,12,Loyal Customers
11338,362,2,5511.3596,1,4,5,10,At Risk
11339,336,2,4133.1864,1,4,5,10,At Risk
11340,359,2,4182.1464,1,4,5,10,At Risk
11341,161,2,4606.0508,3,4,5,12,Loyal Customers
11342,168,1,61.6042,3,1,2,6,Potential Loyalists
11343,156,2,4595.1181,3,4,5,12,Loyal Customers
11344,157,2,4512.8044,3,4,5,12,Loyal Customers
11345,361,2,4155.5178,1,4,5,10,At Risk
11346,319,2,4265.1893,1,4,5,10,At Risk
11347,286,1,36.95,1,1,1,3,Lost Customers
11348,271,1,72.96000000000001,1,1,2,4,Lost Customers
11350,325,1,98.6043,1,1,2,4,Lost Customers
11351,121,2,4470.1182,3,4,5,12,Loyal Customers
11352,240,1,27.96,2,1,1,4,Lost Customers
11353,141,2,4481.108200000001,3,4,5,12,Loyal Customers
11354,25,1,36.2584,5,1,1,7,New Customers
11355,93,1,27.96,4,1,1,6,New Customers
11356,58,2,1713.27,4,4,4,12,Champions
11357,60,2,1590.79,4,4,4,12,Champions
11358,44,2,1690.7126,5,4,4,13,Champions
11359,24,2,1637.31,5,4,4,13,Champions
11360,6,2,1632.7626,5,4,4,13,Champions
11361,34,2,141.6715,5,4,3,12,Loyal Customers
11362,95,2,129.90730000000002,4,4,3,11,Loyal Customers
11363,10,2,1635.8200000000002,5,4,4,13,Champions
11365,6,2,1654.79,5,4,4,13,Champions
11366,134,2,102.62729999999999,3,4,2,9,Potential Loyalists
11367,33,2,120.60730000000001,5,4,2,11,Potential Loyalists
11368,27,2,1842.8735000000001,5,4,4,13,Champions
11369,1,2,150.32569999999998,5,4,3,12,Loyal Customers
11370,88,2,108.0273,4,4,2,10,Potential Loyalists
11371,0,2,98.0473,5,4,2,11,Potential Loyalists
11372,14,2,1599.81,5,4,4,13,Champions
11373,122,1,98.6043,3,1,2,6,Potential Loyalists
11374,256,1,102.95,2,1,2,5,Lost Customers
11375,72,1,36.95,4,1,1,6,New Customers
11376,74,1,101.0862,4,1,2,7,New Customers
11377,302,1,116.0273,1,1,2,4,Lost Customers
11378,316,2,4196.463400000001,1,4,5,10,At Risk
11379,304,2,4220.102,1,4,5,10,At Risk
11380,327,2,5622.8982,1,4,5,10,At Risk
11381,131,2,4555.0738,3,4,5,12,Loyal Customers
11382,314,2,4098.1964,1,4,5,10,At Risk
11384,147,1,70.5942,3,1,2,6,Potential Loyalists
11385,174,1,27.96,3,1,1,5,Potential Loyalists
11387,270,3,6719.219599999999,1,5,5,11,At Risk
11388,245,3,6761.1096,2,5,5,12,At Risk
11389,41,1,102.95,5,1,2,8,New Customers
11390,51,1,57.6042,5,1,1,7,New Customers
11391,63,1,67.96,4,1,2,7,New Customers
11392,273,1,57.98,1,1,1,3,Lost Customers
11393,164,1,27.96,3,1,1,5,Potential Loyalists
11394,147,3,7936.3296,3,5,5,13,Loyal Customers
11395,310,2,5491.3896,1,4,5,10,At Risk
11396,63,1,57.98,4,1,1,6,New Customers
11397,173,1,46.518100000000004,3,1,1,5,Potential Loyalists
11398,147,3,7866.8024000000005,3,5,5,13,Loyal Customers
11399,258,1,32.95,1,1,1,3,Lost Customers
11400,161,3,6756.5323,3,5,5,13,Loyal Customers
11401,294,3,4796.2382,1,5,5,11,At Risk
11402,269,3,4841.6818,1,5,5,11,At Risk
11403,213,3,4826.6376,2,5,5,12,At Risk
11404,320,1,67.96,1,1,2,4,Lost Customers
11405,271,1,53.99,1,1,1,3,Lost Customers
11406,321,2,4211.7262,1,4,5,10,At Risk
11407,187,1,53.99,2,1,1,4,Lost Customers
11408,297,1,68.2484,1,1,2,4,Lost Customers
11409,333,2,4200.4878,1,4,5,10,At Risk
11410,326,2,4216.253699999999,1,4,5,10,At Risk
11411,145,1,60.4981,3,1,2,6,Potential Loyalists
11412,78,4,9706.9134,4,5,5,14,Champions
11413,114,4,7020.4579,3,5,5,13,Loyal Customers
11414,104,4,6962.998,4,5,5,14,Champions
11415,133,1,27.96,3,1,1,5,Potential Loyalists
11416,236,3,4689.8106,2,5,5,12,At Risk
11417,13,7,11085.7504,5,5,5,15,Champions
11418,11,1,38.6342,5,1,1,7,New Customers
11419,183,2,244.3842,2,4,3,9,At Risk
11420,29,7,11022.4002,5,5,5,15,Champions
11421,80,4,9534.1482,4,5,5,14,Champions
11422,55,4,6874.270799999999,4,5,5,14,Champions
11423,69,4,9716.9908,4,5,5,14,Champions
11424,250,1,50.932599999999994,2,1,1,4,Lost Customers
11425,7,6,10391.430400000001,5,5,5,15,Champions
11426,262,1,34.99,1,1,1,3,Lost Customers
11427,69,4,9717.6506,4,5,5,14,Champions
11428,67,4,9761.602200000001,4,5,5,14,Champions
11429,4,6,10289.6862,5,5,5,15,Champions
11430,283,1,81.7115,1,1,2,4,Lost Customers
11431,89,4,9687.3666,4,5,5,14,Champions
11432,3,6,9180.9349,5,5,5,15,Champions
11433,105,6,12407.9545,4,5,5,14,Champions
11434,165,2,105.93,3,4,2,9,Potential Loyalists
11436,191,2,109.53,2,4,2,8,Potential Loyalists
11437,9,1,53.99,5,1,1,7,New Customers
11438,325,1,33.6442,1,1,1,3,Lost Customers
11439,69,6,12015.402900000001,4,5,5,14,Champions
11440,275,1,101.0862,1,1,2,4,Lost Customers
11442,90,1,33.6442,4,1,1,6,New Customers
11443,88,2,4634.752399999999,4,4,5,13,Champions
11444,208,2,4533.093800000001,2,4,5,11,At Risk
11445,182,2,4471.1282,2,4,5,11,At Risk
11446,189,2,4602.7006,2,4,5,11,At Risk
11447,210,2,4490.4066,2,4,5,11,At Risk
11448,189,2,4534.4066,2,4,5,11,At Risk
11449,186,2,4524.628000000001,2,4,5,11,At Risk
11450,193,2,4572.5738,2,4,5,11,At Risk
11451,205,3,8044.2024,2,5,5,12,At Risk
11452,198,3,7945.446599999999,2,5,5,12,At Risk
11453,191,3,7935.013800000001,2,5,5,12,At Risk
11454,192,3,7841.8024000000005,2,5,5,12,At Risk
11455,210,3,7901.758,2,5,5,12,At Risk
11456,210,3,8063.758599999999,2,5,5,12,At Risk
11457,209,3,7982.6936000000005,2,5,5,12,At Risk
11458,155,2,68.1384,3,4,2,9,Potential Loyalists
11459,192,3,7891.4138,2,5,5,12,At Risk
11460,200,3,7953.2044,2,5,5,12,At Risk
11461,159,3,7841.8024000000005,3,5,5,13,Loyal Customers
11462,155,3,7870.0496,3,5,5,13,Loyal Customers
11463,15,3,70.85,5,5,2,12,Potential Loyalists
11464,179,3,7920.2044,3,5,5,13,Loyal Customers
11465,167,3,7909.4696,3,5,5,13,Loyal Customers
11466,128,3,145.39000000000001,3,5,3,11,Loyal Customers
11467,69,2,103.78999999999999,4,4,2,10,Potential Loyalists
11468,128,3,6709.3269,3,5,5,13,Loyal Customers
11469,140,1,54.949999999999996,3,1,1,5,Potential Loyalists
11470,309,2,4098.1964,1,4,5,10,At Risk
11471,224,1,53.99,2,1,1,4,Lost Customers
11472,63,3,7940.8,4,5,5,14,Champions
11473,208,1,79.9226,2,1,2,5,Lost Customers
11474,93,1,98.0562,4,1,2,7,New Customers
11475,248,1,67.7684,2,1,2,5,Lost Customers
11476,57,1,53.99,4,1,1,6,New Customers
11477,94,1,34.99,4,1,1,6,New Customers
11478,252,1,53.99,2,1,1,4,Lost Customers
11479,217,3,4751.6378,2,5,5,12,At Risk
11480,155,3,4718.4278,3,5,5,13,Loyal Customers
11481,250,3,4743.4578,2,5,5,12,At Risk
11482,109,3,7922.103800000001,4,5,5,14,Champions
11483,161,3,4717.8192,3,5,5,13,Loyal Customers
11484,272,3,4756.122,1,5,5,11,At Risk
11485,107,3,6813.3638,4,5,5,14,Champions
11486,34,1,33.6442,5,1,1,7,New Customers
11487,13,1,53.99,5,1,1,7,New Customers
11488,120,3,7850.058,3,5,5,13,Loyal Customers
11489,91,3,7924.8242,4,5,5,14,Champions
11490,267,1,53.99,1,1,1,3,Lost Customers
11491,112,3,7952.0638,3,5,5,13,Loyal Customers
11492,311,2,4154.162,1,4,5,10,At Risk
11493,107,3,6725.5424,4,5,5,14,Champions
11495,63,1,18.97,4,1,1,6,New Customers
11496,53,3,6784.2639,4,5,5,14,Champions
11497,54,1,34.99,4,1,1,6,New Customers
11499,181,2,231.71,2,4,3,9,At Risk
11500,1,15,848.9118,5,5,3,13,Loyal Customers
11501,1,13,844.6333999999999,5,5,3,13,Loyal Customers
11502,37,13,1051.4949,5,5,4,14,Champions
11503,20,2,86.67620000000001,5,4,2,11,Potential Loyalists
11504,238,2,54.14,2,4,1,7,Potential Loyalists
11505,4,16,1103.5171,5,5,4,14,Champions
11506,66,15,934.2776,4,5,3,12,Loyal Customers
11507,11,15,859.4621999999999,5,5,3,13,Loyal Customers
11508,227,2,83.2042,2,4,2,8,Potential Loyalists
11509,151,1,198.58,3,1,3,7,Potential Loyalists
11510,2,5,389.2839,5,5,3,13,Loyal Customers
11511,289,1,35.0,1,1,1,3,Lost Customers
11512,0,1,2071.4196,5,1,4,10,Potential Loyalists
11513,202,1,915.2004,2,1,3,6,Can't Lose Them
11514,186,1,44.980000000000004,2,1,1,4,Lost Customers
11515,251,2,5704.972400000001,2,4,5,11,At Risk
11516,194,2,5676.9282,2,4,5,11,At Risk
11517,126,2,130.3004,3,4,3,10,Loyal Customers
11518,47,2,121.45,5,4,2,11,Potential Loyalists
11520,4,15,1022.8072,5,5,3,13,Loyal Customers
11521,51,2,56.84,5,4,1,10,Potential Loyalists
11522,329,2,5657.3282,1,4,5,10,At Risk
11523,315,1,2149.0238,1,1,4,6,Can't Lose Them
11524,72,2,47.27,4,4,1,9,Potential Loyalists
11525,308,2,5689.2696,1,4,5,10,At Risk
